Year,Month,Paper_Title,Paper_URL,Paper_Access_Type,Paper_Abstract,Author_Name,Author_Nationality,Author_Total_Papers,Author_Is_High_Producer
2019,12,An Optimization Method for Hyperspectral Endmember Extraction Based on K-SVD,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00011;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"Mixed pixels are common in hyperspectral imagery (HSI). Due to the complexity of the ground object distribution, some end-member extraction methods cannot obtain good results and the processes are com...","He, Luxiao",China,1,No
2019,12,A Comparative Assessment of the Photogrammetric Accuracy of Mapping Using UAVs with Smart Devices,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00012;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"This article evaluatesUAVphotogrammetry systems using smartphones and smart cameras. Image triangulation was conducted in accordance with interior orientation parameters, determined by camera self-cal...","Jeong, Hohyun",Unknown,1,No
2019,12,A Learning Approach to Evaluate the Quality of 3D City Models,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00010;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"The automatic generation of three-dimensional (3D) building models from geospatial data is now a standard procedure. An abundance of literature covers the last two decades, and several solutions are n...","Lafarge, Florent",Unknown,1,No
2019,12,A Learning Approach to Evaluate the Quality of 3D City Models,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00010;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"The automatic generation of three-dimensional (3D) building models from geospatial data is now a standard procedure. An abundance of literature covers the last two decades, and several solutions are n...","Le Bris, Arnaud",Unknown,1,No
2019,12,A Learning Approach to Evaluate the Quality of 3D City Models,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00010;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"The automatic generation of three-dimensional (3D) building models from geospatial data is now a standard procedure. An abundance of literature covers the last two decades, and several solutions are n...","Mallet, Clément",Unknown,1,No
2019,12,Cost-Effective Coastal Habitat Mapping: Detecting Intertidal Polychaete Aggregations with Low-Altitude Photogrammetry,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00013;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,Intertidal polychaete aggregations may be protected in the European Union under the Habitats Directive framework as reef habitats. Remote reef mapping remains challenging due to severe and dynamic con...,"Rabaut, Marijn",Unknown,1,No
2019,12,A Comparative Assessment of the Photogrammetric Accuracy of Mapping Using UAVs with Smart Devices,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00012;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"This article evaluatesUAVphotogrammetry systems using smartphones and smart cameras. Image triangulation was conducted in accordance with interior orientation parameters, determined by camera self-cal...","Shin, Dongyoon",Korea,1,No
2019,12,Cost-Effective Coastal Habitat Mapping: Detecting Intertidal Polychaete Aggregations with Low-Altitude Photogrammetry,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00013;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,Intertidal polychaete aggregations may be protected in the European Union under the Habitats Directive framework as reef habitats. Remote reef mapping remains challenging due to severe and dynamic con...,"Stal, Cornelis",Unknown,1,No
2019,12,A Two-Stage Spatiotemporal Fusion Method for Remote Sensing Images,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00014;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,This paper presents a two-stage spatiotemporal fusion method for obtaining dense remote sensing images with both high spatial and temporal resolution. Considering the large resolution differences betw...,"Sun, Yue",China,1,No
2019,12,An Optimization Method for Hyperspectral Endmember Extraction Based on K-SVD,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00011;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"Mixed pixels are common in hyperspectral imagery (HSI). Due to the complexity of the ground object distribution, some end-member extraction methods cannot obtain good results and the processes are com...","Tang, Yun",China,2,No
2019,12,Cost-Effective Coastal Habitat Mapping: Detecting Intertidal Polychaete Aggregations with Low-Altitude Photogrammetry,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00013;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,Intertidal polychaete aggregations may be protected in the European Union under the Habitats Directive framework as reef habitats. Remote reef mapping remains challenging due to severe and dynamic con...,"Van Colen, Carl",Netherlands,1,No
2019,12,Cost-Effective Coastal Habitat Mapping: Detecting Intertidal Polychaete Aggregations with Low-Altitude Photogrammetry,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00013;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,Intertidal polychaete aggregations may be protected in the European Union under the Habitats Directive framework as reef habitats. Remote reef mapping remains challenging due to severe and dynamic con...,"Vincx, Magda",Unknown,1,No
2019,12,A Two-Stage Spatiotemporal Fusion Method for Remote Sensing Images,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00014;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,This paper presents a two-stage spatiotemporal fusion method for obtaining dense remote sensing images with both high spatial and temporal resolution. Considering the large resolution differences betw...,"Zhang, Hua",China,1,No
2019,12,An Optimization Method for Hyperspectral Endmember Extraction Based on K-SVD,https://www.ingentaconnect.com/contentone/asprs/pers/2019/00000085/00000012/art00011;jsessionid=7gipfrda5pefm.x-ic-live-02,Subscribed content,"Mixed pixels are common in hyperspectral imagery (HSI). Due to the complexity of the ground object distribution, some end-member extraction methods cannot obtain good results and the processes are com...","Zhang, Ya",China,2,No
2020,1,3D Iterative Spatiotemporal Filtering for Classification of Multitemporal Satellite Data Sets,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00009;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"The current practice in land cover/land use change analysis relies heavily on the individually classified maps of the multi-temporal data set. Due to varying acquisition conditions (e.g., illumination...","Albanwan, Hessah",Unknown,2,No
2020,1,Application of PCA Analysis and QR Decomposition to Address RFM's Ill-Posedness,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00008;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"Rational function model (RFM) is the most widely used sensor model in the remote sensing community. However, it suffers from ill-posedness, challenging its feasibility. This problem, i.e., ill-posedne...","Amiri-Simkooei, AliReza",Unknown,1,No
2020,1,Robust Pose Estimation and Calibration of Catadioptric Cameras With Spherical Mirrors,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00010;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,Catadioptric cameras broaden the field of view and reveal otherwise occluded object parts. They differ geometrically from central-perspective cameras because of light reflection from the mirror surfac...,"Elnashef, Bashar",Unknown,1,No
2020,1,Robust Pose Estimation and Calibration of Catadioptric Cameras With Spherical Mirrors,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00010;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,Catadioptric cameras broaden the field of view and reveal otherwise occluded object parts. They differ geometrically from central-perspective cameras because of light reflection from the mirror surfac...,"Filin, Sagi",Unknown,1,No
2020,1,3D Iterative Spatiotemporal Filtering for Classification of Multitemporal Satellite Data Sets,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00009;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"The current practice in land cover/land use change analysis relies heavily on the individually classified maps of the multi-temporal data set. Due to varying acquisition conditions (e.g., illumination...","Guldmann, Jean-Michel",Unknown,1,No
2020,1,Robust Pose Estimation and Calibration of Catadioptric Cameras With Spherical Mirrors,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00010;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,Catadioptric cameras broaden the field of view and reveal otherwise occluded object parts. They differ geometrically from central-perspective cameras because of light reflection from the mirror surfac...,"Ilizirov, Grigory",Unknown,1,No
2020,1,3D Iterative Spatiotemporal Filtering for Classification of Multitemporal Satellite Data Sets,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00009;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"The current practice in land cover/land use change analysis relies heavily on the individually classified maps of the multi-temporal data set. Due to varying acquisition conditions (e.g., illumination...","Li, Mao",China,1,No
2020,1,3D Iterative Spatiotemporal Filtering for Classification of Multitemporal Satellite Data Sets,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00009;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"The current practice in land cover/land use change analysis relies heavily on the individually classified maps of the multi-temporal data set. Due to varying acquisition conditions (e.g., illumination...","Liu, Desheng",China,1,No
2020,1,3D Iterative Spatiotemporal Filtering for Classification of Multitemporal Satellite Data Sets,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00009;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"The current practice in land cover/land use change analysis relies heavily on the individually classified maps of the multi-temporal data set. Due to varying acquisition conditions (e.g., illumination...","Lu, Xiaohu",China,1,No
2020,1,Application of PCA Analysis and QR Decomposition to Address RFM's Ill-Posedness,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00008;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"Rational function model (RFM) is the most widely used sensor model in the remote sensing community. However, it suffers from ill-posedness, challenging its feasibility. This problem, i.e., ill-posedne...","Moghaddam, Sayyed Hamed Alizadeh",Unknown,1,No
2020,1,Application of PCA Analysis and QR Decomposition to Address RFM's Ill-Posedness,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00008;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"Rational function model (RFM) is the most widely used sensor model in the remote sensing community. However, it suffers from ill-posedness, challenging its feasibility. This problem, i.e., ill-posedne...","Naeini, Amin Alizadeh",Unknown,1,No
2020,1,3D Iterative Spatiotemporal Filtering for Classification of Multitemporal Satellite Data Sets,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00009;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"The current practice in land cover/land use change analysis relies heavily on the individually classified maps of the multi-temporal data set. Due to varying acquisition conditions (e.g., illumination...","Qin, Rongjun",China,8,Yes
2020,1,Application of PCA Analysis and QR Decomposition to Address RFM's Ill-Posedness,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000001/art00008;jsessionid=761s8tp3hc8t7.x-ic-live-02,Subscribed content,"Rational function model (RFM) is the most widely used sensor model in the remote sensing community. However, it suffers from ill-posedness, challenging its feasibility. This problem, i.e., ill-posedne...","Sheikholeslami, Mohammad Moein",Unknown,1,No
2020,2,Multi-Spatial Resolution Satellite and sUAS Imagery for Precision Agriculture on Smallholder Farms in Malawi,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00010;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"A collection of spectral indices, derived from a range of remote sensing imagery spatial resolutions, are compared to on-farm measurements of maize chlorophyll content and yield at two trial farms in ...","Carroll, Jon W.",Unknown,1,No
2020,2,Economy Estimation of Mainland China at County-Level Based on Landsat Images and Multi-Task Deep Learning Framework,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00009;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"The social-economic statistics collected from local governments are the main access for the central government to achieve national economic circumstance, especially for China. However, the statistics ...","Chen, Fang",China,2,No
2020,2,Multi-Spatial Resolution Satellite and sUAS Imagery for Precision Agriculture on Smallholder Farms in Malawi,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00010;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"A collection of spectral indices, derived from a range of remote sensing imagery spatial resolutions, are compared to on-farm measurements of maize chlorophyll content and yield at two trial farms in ...","Chimonyo, Vimbayi",Unknown,1,No
2020,2,Economy Estimation of Mainland China at County-Level Based on Landsat Images and Multi-Task Deep Learning Framework,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00009;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"The social-economic statistics collected from local governments are the main access for the central government to achieve national economic circumstance, especially for China. However, the statistics ...","Dong, Ying",China,2,No
2020,2,Quintuple Local Coordinate Images for Local Shape Description,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00011;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"Owing to poor descriptiveness, weak robustness, and high computation complexity of local shape descriptors (LSDs), point-cloud registration in the case of partial overlap and object recognition in a c...","Hua, Xianghong",China,1,No
2020,2,Using Ranked Probability Skill Score (RPSS) as Nonlocal Root-Mean-Square Errors (RMSEs) for Mitigating Wet Bias of Soil Moisture Ocean Salinity (SMOS) Soil Moisture,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00008;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"To mitigate instantaneously evolving biases in satellite retrievals, a stochastic approach is applied over West Africa. This stochastic approach independently self-corrects Soil Moisture Ocean Salinit...","Lee, Ju Hyoung",Korea,1,No
2020,2,Multi-Spatial Resolution Satellite and sUAS Imagery for Precision Agriculture on Smallholder Farms in Malawi,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00010;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"A collection of spectral indices, derived from a range of remote sensing imagery spatial resolutions, are compared to on-farm measurements of maize chlorophyll content and yield at two trial farms in ...","Lin, Shengpan",China,1,No
2020,2,Multi-Spatial Resolution Satellite and sUAS Imagery for Precision Agriculture on Smallholder Farms in Malawi,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00010;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"A collection of spectral indices, derived from a range of remote sensing imagery spatial resolutions, are compared to on-farm measurements of maize chlorophyll content and yield at two trial farms in ...","Messina, Joseph P.",Unknown,1,No
2020,2,Multi-Spatial Resolution Satellite and sUAS Imagery for Precision Agriculture on Smallholder Farms in Malawi,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00010;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"A collection of spectral indices, derived from a range of remote sensing imagery spatial resolutions, are compared to on-farm measurements of maize chlorophyll content and yield at two trial farms in ...","Peter, Brad G.",Unknown,1,No
2020,2,Multi-Spatial Resolution Satellite and sUAS Imagery for Precision Agriculture on Smallholder Farms in Malawi,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00010;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"A collection of spectral indices, derived from a range of remote sensing imagery spatial resolutions, are compared to on-farm measurements of maize chlorophyll content and yield at two trial farms in ...","Snapp, Sieglinde S.",Unknown,1,No
2020,2,Quintuple Local Coordinate Images for Local Shape Description,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00011;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"Owing to poor descriptiveness, weak robustness, and high computation complexity of local shape descriptors (LSDs), point-cloud registration in the case of partial overlap and object recognition in a c...","Tao, Wuyong",China,2,No
2020,2,Quintuple Local Coordinate Images for Local Shape Description,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00011;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"Owing to poor descriptiveness, weak robustness, and high computation complexity of local shape descriptors (LSDs), point-cloud registration in the case of partial overlap and object recognition in a c...","Wang, Ruisheng",China,3,Yes
2020,2,Economy Estimation of Mainland China at County-Level Based on Landsat Images and Multi-Task Deep Learning Framework,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00009;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"The social-economic statistics collected from local governments are the main access for the central government to achieve national economic circumstance, especially for China. However, the statistics ...","Wang, Yu",China,1,No
2020,2,Quintuple Local Coordinate Images for Local Shape Description,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00011;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"Owing to poor descriptiveness, weak robustness, and high computation complexity of local shape descriptors (LSDs), point-cloud registration in the case of partial overlap and object recognition in a c...","Xu, Dong",China,2,No
2020,2,Economy Estimation of Mainland China at County-Level Based on Landsat Images and Multi-Task Deep Learning Framework,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00009;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"The social-economic statistics collected from local governments are the main access for the central government to achieve national economic circumstance, especially for China. However, the statistics ...","Yu, Bo",China,2,No
2020,2,Multi-Spatial Resolution Satellite and sUAS Imagery for Precision Agriculture on Smallholder Farms in Malawi,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000002/art00010;jsessionid=27g96njoc08a7.x-ic-live-01,Subscribed content,"A collection of spectral indices, derived from a range of remote sensing imagery spatial resolutions, are compared to on-farm measurements of maize chlorophyll content and yield at two trial farms in ...","Zhi, Junjun",Unknown,1,No
2020,3,Assessment of Salt Marsh Change on Assateague Island National Seashore Between 1962 and 2016,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00010;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Salt marshes provide extensive ecosystem services, including high biodiversity, denitrification, and wave attenuation. In the mid-Atlantic, sea level rise is predicted to affect salt marsh ecosystems ...","Campbell, Anthony",Unknown,1,No
2020,3,Reducing Shadow Effects on the Co-Registration of Aerial Image Pairs,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00009;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Image registration is an important preprocessing step prior to detecting changes using multi-temporal image data, which is increasingly accomplished using automated methods. In high spatial resolution...","Coulter, Lloyd",Unknown,1,No
2020,3,The Application of Bidirectional Reflectance Distribution Function Data to Recognize the Spatial Heterogeneity of Mixed Pixels in Vegetation Remote Sensing: A Simulation Study,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00007;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,Spectral decomposition of mixed pixels can provide information about the abundance of end members but fails to indicate the spatial distribution of end members in vegetation remote sensing. This work ...,"Deng, Lei",China,1,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Jia, Yang",China,1,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Liu, Shaochuang",China,2,No
2020,3,The Application of Bidirectional Reflectance Distribution Function Data to Recognize the Spatial Heterogeneity of Mixed Pixels in Vegetation Remote Sensing: A Simulation Study,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00007;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,Spectral decomposition of mixed pixels can provide information about the abundance of end members but fails to indicate the spatial distribution of end members in vegetation remote sensing. This work ...,"Liu, XianLin",China,1,No
2020,3,Reducing Shadow Effects on the Co-Registration of Aerial Image Pairs,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00009;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Image registration is an important preprocessing step prior to detecting changes using multi-temporal image data, which is increasingly accomplished using automated methods. In high spatial resolution...","Loerch, Andrew",Unknown,1,No
2020,3,Edge-Reinforced Convolutional Neural Network for Road Detection in Very-High-Resolution Remote Sensing Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00006;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Road detection in very-high-resolution remote sensing imagery is a hot research topic. However, the high resolution results in highly complex data distributions, which lead to much noise for road dete...","Lu, Xiaoyan",China,1,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Ma, Youqing",China,2,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Peng, Song",China,1,No
2020,3,Reducing Shadow Effects on the Co-Registration of Aerial Image Pairs,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00009;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Image registration is an important preprocessing step prior to detecting changes using multi-temporal image data, which is increasingly accomplished using automated methods. In high spatial resolution...","Plummer, Matthew",Unknown,1,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Qi, Chen",China,1,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Sima, Bing",Unknown,1,No
2020,3,Reducing Shadow Effects on the Co-Registration of Aerial Image Pairs,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00009;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Image registration is an important preprocessing step prior to detecting changes using multi-temporal image data, which is increasingly accomplished using automated methods. In high spatial resolution...","Storey, Emanuel",Unknown,1,No
2020,3,Reducing Shadow Effects on the Co-Registration of Aerial Image Pairs,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00009;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Image registration is an important preprocessing step prior to detecting changes using multi-temporal image data, which is increasingly accomplished using automated methods. In high spatial resolution...","Stow, Douglas",Unknown,1,No
2020,3,Assessment of Salt Marsh Change on Assateague Island National Seashore Between 1962 and 2016,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00010;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Salt marshes provide extensive ecosystem services, including high biodiversity, denitrification, and wave attenuation. In the mid-Atlantic, sea level rise is predicted to affect salt marsh ecosystems ...","Wang, Yeqiao",China,1,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Wen, Bo",China,1,No
2020,3,The Application of Bidirectional Reflectance Distribution Function Data to Recognize the Spatial Heterogeneity of Mixed Pixels in Vegetation Remote Sensing: A Simulation Study,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00007;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,Spectral decomposition of mixed pixels can provide information about the abundance of end members but fails to indicate the spatial distribution of end members in vegetation remote sensing. This work ...,"Yan, Yanan",China,1,No
2020,3,Reducing Shadow Effects on the Co-Registration of Aerial Image Pairs,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00009;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Image registration is an important preprocessing step prior to detecting changes using multi-temporal image data, which is increasingly accomplished using automated methods. In high spatial resolution...","Zamora, Nicholas",Unknown,1,No
2020,3,Edge-Reinforced Convolutional Neural Network for Road Detection in Very-High-Resolution Remote Sensing Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00006;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Road detection in very-high-resolution remote sensing imagery is a hot research topic. However, the high resolution results in highly complex data distributions, which lead to much noise for road dete...","Zhang, Liangpei",China,1,No
2020,3,Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00008;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,The stereo vision system is the special engineering measurement instrument of the Chang'e-4 lunar rover. It is composed of the Navigation Camera (NavCam) and the Mast Mechanism (MasMec). An improved s...,"Zhang, Shuo",China,2,No
2020,3,Edge-Reinforced Convolutional Neural Network for Road Detection in Very-High-Resolution Remote Sensing Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00006;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Road detection in very-high-resolution remote sensing imagery is a hot research topic. However, the high resolution results in highly complex data distributions, which lead to much noise for road dete...","Zhao, Ji",China,1,No
2020,3,Edge-Reinforced Convolutional Neural Network for Road Detection in Very-High-Resolution Remote Sensing Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00006;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Road detection in very-high-resolution remote sensing imagery is a hot research topic. However, the high resolution results in highly complex data distributions, which lead to much noise for road dete...","Zheng, Zhuo",China,1,No
2020,3,Edge-Reinforced Convolutional Neural Network for Road Detection in Very-High-Resolution Remote Sensing Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000003/art00006;jsessionid=muvqg9d5i3t2.x-ic-live-01,Subscribed content,"Road detection in very-high-resolution remote sensing imagery is a hot research topic. However, the high resolution results in highly complex data distributions, which lead to much noise for road dete...","Zhong, Yanfei",Unknown,2,No
2020,4,Satellite-Imagery Geometric Accuracy Improvement Based on Direct Correction of Dominant Coefficients,https://www.ingentaconnect.com/contentone/asprs/pers/2020/00000086/00000004/art00009;jsessionid=1pc0ttmgs113d.x-ic-live-02,Subscribed content,"An important and difficult point in the application of satellite imagery is refining the positioning model and improving the geometric accuracy. In this study, we focus on improvement in geometric acc...","Cao, Ning",China,1,No
