Year,Category_CN,Category,Title,Total_Authors,China_Authors,Foreign_Authors,Unknown_Authors,Authors_List,URL
2024,纯国内,china_only,Semantic Segmentation of Point Cloud Scene via Multi-Scale Feature Aggregation and Adaptive Fusion,6,6,0,0,"Guo, Baoyun (China); Sun, Xiaokai (China); Li, Cailin (China); Sun, Na (China); Wang, Yue (China); Yao, Yukai (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00009;jsessionid=1mbv2n6m4be2x.x-ic-live-03
2024,不确定,uncertain,A Robust Star Identification Algorithm for Resident Space Object Surveillance,6,5,0,1,"Wu, Liang (China); Hao, Pengyu (Unknown); Zhang, Kaixuan (China); Zhang, Qian (China); Han, Ru (China); Cao, Dekun (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00011;jsessionid=1mbv2n6m4be2x.x-ic-live-03
2024,不确定,uncertain,Wavelets for Self-Calibration of Aerial Metric Camera Systems,3,1,0,2,"Ye, Jun-Fu (China); Tsay, Jaan-Rong (Unknown); Fritsch, Dieter (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00013;jsessionid=1mbv2n6m4be2x.x-ic-live-03
2024,不确定,uncertain,Research Progress of Optical Satellite Remote Sensing Monitoring Asphalt Pavement Aging,7,6,0,1,"Wang, Jingwen (China); Yang, Dayong (China); Xie, Zhiwei (China); Wang, Han (China); Hao, Zhigang (Unknown); Zhou, Fanyu (China); Wang, Xiaona (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00007;jsessionid=7uf52f85n58hq.x-ic-live-01
2024,纯国内,china_only,Mapping Winter Wheat Using Ensemble‐Based Positive Unlabeled Learning Approach,5,5,0,0,"Wang, Hanxiang (China); Yu, Fan (China); Xie, Junwei (China); Wan, Huawei (China); Zheng, Haotian (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00008;jsessionid=7uf52f85n58hq.x-ic-live-01
2024,纯国内,china_only,Building Shadow Detection Based on Improved Quick Shift Algorithm in GF‐2 Images,5,5,0,0,"Chen, Yunzhi (China); Wang, Chao (China); Wang, Wei (China); Zhang, Xiang (China); Chen, Nengcheng (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00010;jsessionid=7uf52f85n58hq.x-ic-live-01
2024,有国外元素,international,"Hyperspectral Reflectance Assessment for Preliminary Identification of Degraded Soil Zones in Industrial Sites, India",4,0,1,3,"Dutta, Amitava (Unknown); Tyagi, Rashi (Unknown); Sharma, Shilpi (India); Datta, Manoj (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00011;jsessionid=7uf52f85n58hq.x-ic-live-01
2024,有国外元素,international,One-Dimensional-Mixed Convolution Neural Network and Covariance Pooling Model for Mineral Mapping of Porphyry Copper Deposit Using PRISMA Hyperspectral Data,4,1,1,2,"Peyghambari, Sima (Unknown); Zhang, Yun (China); Heidarian, Hassan (Arab); Sekandari, Milad (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00014;jsessionid=7uf52f85n58hq.x-ic-live-01
2024,有国外元素,international,ReLAP-Net: Residual Learning and Attention Based Parallel Network for Hyperspectral and Multispectral Image Fusion,4,0,1,3,"Agrawal, Aditya (Unknown); SourajaKundu (Unknown); Ahmad, Touseef (Saudi Arabia); Bhatt, Manish (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00007;jsessionid=8r5ofsaiftek3.x-ic-live-02
2024,不确定,uncertain,Assessing the Utility of Uncrewed Aerial System Photogrammetrically Derived Point Clouds for Land Cover Classification in the Alaska North Slope,3,2,0,1,"Liu, Jung-kuan (China); Qin, Rongjun (China); Arundel, Samantha T. (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00009;jsessionid=8r5ofsaiftek3.x-ic-live-02
2024,纯国内,china_only,Enhancing Forest‐Steppe Ecotone Mapping Accuracy through Synthetic ApertureRadar‐Optical Remote Sensing Data Fusion and Object-based Analysis,5,5,0,0,"Wang, Ruilin (China); Wang, Meng (China); Sun, Xiaofang (China); Wang, Junbang (China); Li, Guicai (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00010;jsessionid=8r5ofsaiftek3.x-ic-live-02
2024,纯国内,china_only,Dynamic Monitoring of Ecological Quality in Eastern Ukraine Amidst the Russia‐Ukraine Conflict,5,5,0,0,"Zhang, Chaofei (China); Xu, Zhanghua (China); Yang, Yuanyao (China); Sun, Lei (China); Li, Haitao (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00011;jsessionid=8r5ofsaiftek3.x-ic-live-02
2024,纯国内,china_only,A Surface Water Extraction Method Integrating Spectral and Temporal Characteristics,1,1,0,0,"Zou, Yebin (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00013;jsessionid=8r5ofsaiftek3.x-ic-live-02
2024,不确定,uncertain,Real-Time Semantic Segmentation of Remote Sensing Images for Land Management,7,6,0,1,"Zhang, Yinsheng (China); Ji, Ru (Unknown); Hu, Yuxiang (China); Yang, Yulong (China); Chen, Xin (China); Duan, Xiuxian (China); Shan, Huilin (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00006;jsessionid=ehe231hgm4fh1.x-ic-live-03
2024,纯国内,china_only,Land Use Change in the Yangtze River Economic Belt during 2010 to 2020 and Future Comprehensive Prediction Based on Markov and ARIMA Models,5,5,0,0,"Zheng, Haotian (China); Yu, Fan (China); Wan, Huawei (China); Shi, Peirong (China); Wang, Haonan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00007;jsessionid=ehe231hgm4fh1.x-ic-live-03
2024,纯国内,china_only,An Improved YOLO Network for Insulator and Insulator Defect Detection in UAV Images,8,8,0,0,"Zhou, Fangrong (China); Liu, Lifeng (China); Hu, Hao (China); Jin, Weishi (China); Zheng, Zezhong (China); Li, Zhongnian (China); Ma, Yi (China); Wang, Qun (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00009;jsessionid=ehe231hgm4fh1.x-ic-live-03
2024,不确定,uncertain,"Monitoring an Ecosystem in Crisis: Measuring Seagrass Meadow Loss Using Deep Learning in Mosquito Lagoon, Florida",5,0,0,5,"Insalaco, Stephanie A. (Unknown); Herrero, Hannah V. (Unknown); Limber, Russ (Unknown); Oliver, Clancy (Unknown); Wolfson, William B. (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00011;jsessionid=ehe231hgm4fh1.x-ic-live-03
2024,纯国内,china_only,Real-Time Cross-View Image Matching and Camera Pose Determination for Unmanned Aerial Vehicles,4,4,0,0,"Chen, Long (China); Wu, Bo (China); Duan, Ran (China); Chen, Zeyu (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00012;jsessionid=ehe231hgm4fh1.x-ic-live-03
2024,纯国内,china_only,A Pixel Texture Index Algorithm and Its Application,2,2,0,0,"Sun, Xiaodan (China); Sun, Xiaofang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00007;jsessionid=3dikh5526kvw9.x-ic-live-01
2024,纯国内,china_only,Parcel-Level Crop Classification in Plain Fragmented Regions Based on Multi-Source Remote Sensing Images,4,4,0,0,"Zhang, Qiao (China); Luo, Ziyi (China); Shen, Yang (China); Wang, Zhoufeng (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00008;jsessionid=3dikh5526kvw9.x-ic-live-01
2024,不确定,uncertain,Evaluation of SMAP and CYGNSS Soil Moistures in Drought Prediction Using Multiple Linear Regression and GLDAS Product,5,1,0,4,"Edokossi, Komi (Unknown); Jin, Shuanggen (China); Calabia, Andres (Unknown); Molina, Iñigo (Unknown); Mazhar, Usman (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00009;jsessionid=3dikh5526kvw9.x-ic-live-01
2024,纯国内,china_only,"Debris Flow Susceptibility Evaluation Based on Multi-level Feature Extraction CNN Model: A Case Study of Nujiang Prefecture, China",5,5,0,0,"Wang, Xu (China); Wang, Baoyun (China); Yuan, Ruohao (China); Luo, Yumeng (China); Liu, Cunxi (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00010;jsessionid=3dikh5526kvw9.x-ic-live-01
2024,纯国内,china_only,Using Improved YOLOv5 and SegFormer to Extract Tailings Ponds from Multi-Source Data,5,5,0,0,"Sun, Zhenhui (China); Xu, Ying (China); Wang, Dongchuan (China); Meng, Qingyan (China); Sun, Yunxiao (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00008;jsessionid=2quh4khn56cjt.x-ic-live-03
2024,有国外元素,international,GDP Spatialization in City of Zhengzhou Based on NPP/VIIRS Night-time Light and Socioeconomic Statistical Data Using Machine Learning,5,2,2,1,"Ullah, Inam (Pakistan); Li, Weidong (China); Meng, Fanqian (China); Nadeem, Muhammad Imran (Arab); Ahmed, Kanwal (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00009;jsessionid=2quh4khn56cjt.x-ic-live-03
2024,纯国内,china_only,"Monitoring Based on InSAR for the Xinmo Village Landslide in Western Sichuan, China",6,6,0,0,"Zheng, Zezhong (China); Yu, Shuang (China); Xie, Chuhang (China); Yang, Jiali (China); Zhu, Mingcang (China); He, Yong (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00010;jsessionid=2quh4khn56cjt.x-ic-live-03
2024,有国外元素,international,Investigation of Underwater Photogrammetry Method with Cost-Effective Action Cameras and Comparative Analysis between Reconstructed 3D Point Clouds,2,0,2,0,"Hamal, Seda Nur Gamze (Turkey); Ulvi, Ali (Arab)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00011;jsessionid=2quh4khn56cjt.x-ic-live-03
2024,有国外元素,international,Scan Angle Analysis of Airborne Lidar Data for Missing Return Approximation in Urban Areas,2,0,1,1,"Gharibi, Hamid (Unknown); Habib, Ayman (Egypt)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00006;jsessionid=6g4kiffluit89.x-ic-live-02
2024,不确定,uncertain,"Assessment, Specification, and Validation of a Geolocation System's Accuracy and Predicted Accuracy",3,0,0,3,"Dolloff, John (Unknown); Theiss, Henry (Unknown); Bollin, Brian (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00007;jsessionid=6g4kiffluit89.x-ic-live-02
2024,纯国内,china_only,A Keyframe Extraction Approach for 3D Videogrammetry Based on Baseline Constraints,3,3,0,0,"Liu, Xinyi (China); Hu, Qingwu (China); Huang, Xianfeng (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00008;jsessionid=6g4kiffluit89.x-ic-live-02
2024,纯国内,china_only,Extraction of Terraces in Hilly Areas from Remote Sensing Images Using DEM and Improved U-Net,5,5,0,0,"Peng, Fengcan (China); Peng, Qiuzhi (China); Chen, Di (China); Lu, Jiating (China); Song, Yufei (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00009;jsessionid=6g4kiffluit89.x-ic-live-02
2024,不确定,uncertain,"Remote Sensing Application in Water Quality of Lake Burdur, Türkiye",4,0,0,4,"Kokal, Aylin Tuzcu (Unknown); Kacikoc, Meltem (Unknown); Musaoglu, Nebiye (Unknown); Tanik, Aysegul (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00008;jsessionid=ra2t5r20uzkr.x-ic-live-03
2024,不确定,uncertain,The Sight-Aesthetic Value of the Underwater Landscapes of Lakes in the Context of Exploration Tourism,4,0,0,4,"Dynowski, Piotr (Unknown); Źróbek-Sokolnik, Anna (Unknown); Czaplicka, Marta (Unknown); Senetra, Adam (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00009;jsessionid=ra2t5r20uzkr.x-ic-live-03
2024,有国外元素,international,Crop Monitoring System Using MODIS Time-Series Data for Within-Season Prediction of Yield and Production of US Corn and Soybeans,1,0,1,0,"Sakamoto, Toshihiro (Japan)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00010;jsessionid=ra2t5r20uzkr.x-ic-live-03
2024,不确定,uncertain,A Few-Shot Semi-Supervised Learning Method for Remote Sensing Image Scene Classification,6,4,0,2,"Zhu, Yuxuan (China); Li, Erzhu (China); Su, Zhigang (Unknown); Liu, Wei (China); Samat, Alim (Unknown); Liu, Yu (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00011;jsessionid=ra2t5r20uzkr.x-ic-live-03
2024,不确定,uncertain,Terrain Complexity and Maximal Poisson-Disk Sampling-Based Digital Elevation Model Simplification,8,4,0,4,"Dong, Jingxian (China); Ming, Fan (Unknown); Kabika, Twaha (Unknown); Jiang, Jiayao (China); Zhang, Siyuan (China); Chervan, Aliaksandr (China); Natallia, Zhukouskaya (Unknown); Hou, Wenguang (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00007;jsessionid=37qh3q627goe5.x-ic-live-01
2024,纯国内,china_only,I2-FaçadeNet: An Illumination-invariant Façade Recognition Network Leveraging Sparsely Gated Mixture of Multi-color Space Experts for Aerial Oblique Imagery,3,3,0,0,"Huang, Shengzhi (China); Hu, Han (China); Zhu, Qing (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00008;jsessionid=37qh3q627goe5.x-ic-live-01
2024,有国外元素,international,Development of Soil-Suppressed Impervious Surface Area Index for Automatic Urban Mapping,7,1,3,3,"Javed, Akib (Pakistan); Shao, Zhenfeng (China); Ara, Iffat (Pakistan); Ahmad, Muhammad Nasar (Arab); Huq, Md.Enamul (Unknown); Saleem, Nayyer (Unknown); Karim, Fazlul (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00009;jsessionid=37qh3q627goe5.x-ic-live-01
2024,纯国内,china_only,Dual-branch Branch Networks Based on Contrastive Learning for Long-Tailed Remote Sensing,6,6,0,0,"Zhang, Lei (China); Peng, Lijia (China); Xia, Pengfei (China); Wei, Chuyuan (China); Yang, Chengwei (China); Zhang, Yanyan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00010;jsessionid=37qh3q627goe5.x-ic-live-01
2024,不确定,uncertain,Comparison of 3D Point Cloud Completion Networks for High Altitude Lidar Scans of Buildings,1,0,0,1,"Kulawiak, Marek (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00011;jsessionid=37qh3q627goe5.x-ic-live-01
2023,不确定,uncertain,IMU and Bluetooth Data Fusion to Achieve Submeter Position Accuracy in Indoor Positioning,1,0,0,1,"Acar, Ugur (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00006;jsessionid=gleh36l0s1eib.x-ic-live-02
2023,纯国内,china_only,Rice Identification Under Complex Surface Conditions with CNN and Integrated Remote Sensing Spectral-Temporal-Spatial Features,6,6,0,0,"Liu, Tianjiao (China); Duan, Sibo (China); Chen, Jiankui (China); Zhang, Li (China); Li, Dong (China); Li, Xuqing (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00007;jsessionid=gleh36l0s1eib.x-ic-live-02
2023,有国外元素,international,Combination of Terrestrial Laser Scanning and Unmanned Aerial Vehicle Photogrammetry for Heritage Building Information Modeling: A Case Study of Tarsus St. Paul Church,5,0,4,1,"Fidan, Şafak (Turkey); Ulvi, Ali (Arab); Yiğit, Abdurahman Yasin (Turkey); Hamal, Seda Nur Gamze (Turkey); Yakar, Murat (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00008;jsessionid=gleh36l0s1eib.x-ic-live-02
2023,纯国内,china_only,"Quantifying Impacts of Regional Multiple Factors on Spatiotemporal the Mechanisms for Spatio-temporal changes of Net Primary Vegetation Productivity and Net Ecosystem Productivity: An Example in the Jianghuai River Basin, China",4,4,0,0,"Chen, Huimin (China); Wang, Benlin (China); Zheng, Liangfeng (China); Shahtahmassebi, ZhengAmirReza (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00009;jsessionid=gleh36l0s1eib.x-ic-live-02
2023,不确定,uncertain,Identification of Critical Urban Clusters for Placating Urban Heat Island Effects over Fast-Growing Tropical City Regions: Estimating the Contribution of Different City Sizes in Escalating UHI Intensity,3,0,0,3,"Dutta, Kanaya (Unknown); Basu, Debolina (Unknown); Agrawal, Sonam (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00006;jsessionid=149fh4bkrpwpc.x-ic-live-01
2023,纯国内,china_only,A Novel Object Detection Method for Solid Waste Incorporating a Weighted Deformable Convolution,8,8,0,0,"Xu, Xiong (China); Cheng, Tao (China); Zhao, Beibei (China); Wang, Chao (China); Tong, Xiaohua (China); Feng, Yongjiu (China); Xie, Huan (China); Jin, Yanmin (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00008;jsessionid=149fh4bkrpwpc.x-ic-live-01
2023,不确定,uncertain,An Integrated Approach for Wildfire Photography Telemetry using WRF Numerical Forecast Products,2,1,0,1,"Tan, Ling (Unknown); Ma, Xuelan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00009;jsessionid=149fh4bkrpwpc.x-ic-live-01
2023,不确定,uncertain,A Powerful Correspondence Selection Method for Point Cloud Registration Based on Machine Learning,4,3,0,1,"Tao, Wuyong (China); Xu, Dong (China); Chen, Xijiang (China); Tan, Ge (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00010;jsessionid=149fh4bkrpwpc.x-ic-live-01
2023,纯国内,china_only,Self-Calibration of the Stereo Vision System on the Chang’E-5 Probe Based on Images and Robot Arm Footprints,8,8,0,0,"Zhang, Shuo (China); Zheng, Yanhong (China); Chen, Liping (China); Ma, Youqing (China); Hu, Bo (China); Gu, Zheng (China); Deng, Xiangjin (China); Liu, Shaochuang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00011;jsessionid=149fh4bkrpwpc.x-ic-live-01
2023,纯国内,china_only,Mapping Lotus Wetland Distribution with the Phenology Normalized Lotus Index Using SAR Time-Series Imagery and the Phenology-Based Method,3,3,0,0,"Wang, Sheng (China); Wu, Taixia (China); Shen, Qiang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00006;jsessionid=5hner7uhss4x.x-ic-live-03
2023,有国外元素,international,The FABDEM Outperforms the Global DEMs in Representing Bare Terrain Heights,3,1,1,1,"Osama, Nahed (Egypt); Shao, Zhenfeng (China); Freeshah, Mohamed (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00007;jsessionid=5hner7uhss4x.x-ic-live-03
2023,有国外元素,international,Evaluating Surface Mesh Reconstruction Using Real Data,5,0,1,4,"Marchand, Yanis (USA); Caraffa, Laurent (Unknown); Sulzer, Raphael (Unknown); Clédat, Emmanuel (Unknown); Vallet, Bruno (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00008;jsessionid=5hner7uhss4x.x-ic-live-03
2023,不确定,uncertain,Different Urbanization Levels Lead to Divergent Responses of Spring Phenology,5,4,0,1,"Dang, Chaoya (Unknown); Shao, Zhenfeng (China); Huang, Xiao (China); Cheng, Gui (China); Qian, Jiaxin (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00009;jsessionid=5hner7uhss4x.x-ic-live-03
2023,有国外元素,international,Effect of Latitude As a Significant Element on the Results of Direct UTM Coordinates Transformation Method,2,0,2,0,"Jassim, Mohammed Anwer (Arab); Mohammed, Darin Mohammed Tofiq (Arab)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00005;jsessionid=2fm5rx87a8msq.x-ic-live-01
2023,纯国内,china_only,CFAR Edge Detection Using Hysteresis Thresholding for Polarimetric SAR Imagery,6,6,0,0,"Niu, Chaoyang (China); Lu, Wanjie (China); Liu, Wei (China); Hu, Tao (China); Wang, Shiju (China); Wu, Yajie (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00006;jsessionid=2fm5rx87a8msq.x-ic-live-01
2023,不确定,uncertain,Leveraging NAIP Imagery for Accurate Large-Area Land Use/land Cover Mapping: A Case Study in Central Texas,6,0,0,6,"Subedi, Mukti Ram (Unknown); Portillo-Quintero, Carlos (Unknown); Kahl, Samantha S. (Unknown); McIntyre, Nancy E. (Unknown); Cox, Robert D. (Unknown); Perry, Gad (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00007;jsessionid=2fm5rx87a8msq.x-ic-live-01
2023,有国外元素,international,DORSL-FIN: A Self-supervised Neural Network for Recovering Missing Bathymetry from ICESat-2,2,0,1,1,"Corcoran, Forrest (Unknown); Parrish, Christopher E. (USA)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00008;jsessionid=2fm5rx87a8msq.x-ic-live-01
2023,纯国内,china_only,Edge Detection Method for High-Resolution Remote Sensing Imagery by Combining Superpixels with Dual-Threshold Edge Tracking,5,5,0,0,"Liu, Yanxiong (China); Dong, Zhipeng (China); Feng, Yikai (China); Chen, Yilan (China); Yang, Long (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00006;jsessionid=1sbi0rbbc684v.x-ic-live-03
2023,有国外元素,international,Expansion of Urban Impervious Surfaces in Lahore (1993–2022) Based on Gee and Remote Sensing Data,6,1,3,2,"Shao, Zhenfeng (China); Ahmad, Muhammad Nasar (Arab); Javed, Akib (Pakistan); Islam, Fakhrul (Unknown); Jahangir, Zahid (Unknown); Ahmad, Israr (Saudi Arabia)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00007;jsessionid=1sbi0rbbc684v.x-ic-live-03
2023,纯国内,china_only,Small Object Detection in Remote Sensing Images Based on Window Self-Attention Mechanism,4,4,0,0,"Xu, Jiaxin (China); Zhang, Qiao (China); Liu, Yu (China); Zheng, Mengting (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00008;jsessionid=1sbi0rbbc684v.x-ic-live-03
2023,不确定,uncertain,Application of Improved YOLO V5s Model for Regional Poverty Assessment Using Remote Sensing Image Target Detection,2,1,0,1,"Chenguang, Zhang (China); Guifa, Teng (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00009;jsessionid=1sbi0rbbc684v.x-ic-live-03
2023,纯国内,china_only,A Lightweight Conditional Convolutional Neural Network for Hyperspectral Image Classification,3,3,0,0,"Wu, Linfeng (China); Wang, Huajun (China); Wang, Huiqing (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00006;jsessionid=1e5cts1kd2tq9.x-ic-live-03
2023,纯国内,china_only,Multi-Level Perceptual Network for Urban Building Extraction from High-Resolution Remote Sensing Images,4,4,0,0,"Sun, Yueming (China); Chen, Jinlong (China); Huang, Xiao (China); Zhang, Hongsheng (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00007;jsessionid=1e5cts1kd2tq9.x-ic-live-03
2023,有国外元素,international,Classifying Building Roof Damage Using High Resolution Imagery for Disaster Recovery,9,1,1,7,"Gonsoroski, Elaina (Unknown); Ahn, Yoonjung (Korea); Harville, Emily W. (Unknown); Countess, Nathaniel (Unknown); Lichtveld, Maureen Y. (Unknown); Pan, Ke (China); Beitsch, Leslie (Unknown); Sherchan, Samendra P. (Unknown); Uejio, Christopher K. (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00008;jsessionid=1e5cts1kd2tq9.x-ic-live-03
2023,不确定,uncertain,Estimation of the Forest Stand Biomass and Greenhouse Gas Emissions Using Lidar Surveys,2,0,0,2,"Sultanova, Rida (Unknown); Mustafin, Radik (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00009;jsessionid=1e5cts1kd2tq9.x-ic-live-03
2023,不确定,uncertain,3D Scene Modeling Method and Feasibility Analysis of River Water-Land Integration,4,3,0,1,"Ruan, Xiaoguang (Unknown); Yang, Fanghao (China); Guo, Meijing (China); Zou, Chao (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00008;jsessionid=e66408859bsso.x-ic-live-03
2023,不确定,uncertain,High-Resolution Aerosol Optical Depth Retrieval in Urban Areas Based on Sentinel-2,6,5,0,1,"Chen, Yunping (China); Yang, Yue (China); Hou, Lei (Unknown); Yang, Kangzhuo (China); Yu, Jiaxiang (China); Sun, Yuan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00010;jsessionid=e66408859bsso.x-ic-live-03
2023,纯国内,china_only,Change Detection in SAR Images through Clustering Fusion Algorithm and Deep Neural Networks,5,5,0,0,"Lin, Zhikang (China); Liu, Wei (China); Wang, Yulong (China); Xu, Yan (China); Niu, Chaoyang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00011;jsessionid=e66408859bsso.x-ic-live-03
2023,不确定,uncertain,Strategies for Forest Height Estimation by High-Precision DEM Combined with Short-Wavelength PolInSAR TanDEM-X,4,3,0,1,"Luo, Hongbin (China); Zhang, Wanqiu (China); Yue, Cairong (Unknown); Chen, Si (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00012;jsessionid=e66408859bsso.x-ic-live-03
2023,不确定,uncertain,Automatic Satellite Images Orthorectification Using K–Means Based Cascaded Meta-Heuristic Algorithm,3,0,0,3,"Mezouar, Oussama (Unknown); Meskine, Fatiha (Unknown); Boukerch, Issam (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00010;jsessionid=56k0qlc9iqrs8.x-ic-live-03
2023,不确定,uncertain,UAS-Based Multi-Temporal Rice Plant Height Change Prediction,6,5,0,1,"Lin, Yuanyang (China); He, Jing (China); Liu, Gang (China); Mou, Biao (Unknown); Wang, Bing (China); Fu, Rao (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00011;jsessionid=56k0qlc9iqrs8.x-ic-live-03
2023,纯国内,china_only,Spherical Hough Transform for Robust Line Detection Toward a 2D–3D Integrated Mobile Mapping System,8,8,0,0,"Zhang, Daiwei (China); Xu, Bo (China); Hu, Han (China); Zhu, Qing (China); Wang, Qiang (China); Ge, Xuming (China); Chen, Min (China); Zhou, Yan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00012;jsessionid=56k0qlc9iqrs8.x-ic-live-03
2023,不确定,uncertain,Blind and Robust Watermarking Algorithm for Remote Sensing Images Resistant to Geometric Attacks,5,4,0,1,"Ren, Na (China); Pang, Xinyan (Unknown); Zhu, Changqing (China); Guo, Shuitao (China); Xiong, Ying (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00013;jsessionid=56k0qlc9iqrs8.x-ic-live-03
